Dosja,Arkiva,Fondi,Viti,Dosja,Faqja,Titulli,Anglisht,Citimi ,Shenime,,,,
"14-APOU. V. 1986, D. 65. , fl. 22",AQSH,14-APOU,1986,65,22,"Procesverbal i mbledhjes se Byrose Politike te KQ te Partise, dt. 17.06.1986","Meeting minutes of Politburo of PPSH, 17 July 1986","AQSH, F.14-APOU, V.1986, D.65, Fl.22. Document title: Procesverbal i mbledhjes se Byrose Politike te KQ te Partise, dt. 17.06.1986[Meeting minutes of Politburo of PPSH, 17 July 1986.]",,,,,
"Dosja Nr.5/ Fondi 4 : Studim, Mbi hyrjet e të huajve ne R.P.S.SH (7 fletë).",Autoriteti i Dosjeve,4,1987,5,2-7,Ministria e Puneve te Brendshme. Drejtoria I. Studim mbi hyrjet e te huajve ne RPSSH dhe daljet e shtetasve tane jashte shtetit. 17.03.1987. (Sekret),Ministry of Internal Affairs. 1st Directorate. Report on the entry of foreigners in the People's Socialist Republic of Albania and the departure of our citizens abroad. (Secret),"Autoriteti i Dosjeve, F.4, V.1987, D.5, Fl.2-7. Document title: Ministria e Puneve te Brendshme. Drejtoria I. Studim mbi hyrjet e te huajve ne RPSSH dhe daljet e shtetasve tane jashte shtetit. 17.03.1987. (Sekret)[Ministry of Internal Affairs. 1st Directorate. Report on the entry of foreigners in the People's Socialist Republic of Albania and the departure of our citizens abroad. (Secret).]",,,,,
MPJ pnud 1987 ,MEPJ,MPJ,1987,987,,Raporte e vizita konsulentesh te projektit te universitetit ALB/81/006,Reports and consultants' visits for the university project ALB/81/006,"MEPJ, F.MPJ, V.1987, D.987, Fl.. Document title: Raporte e vizita konsulentesh te projektit te universitetit ALB/81/006[Reports and consultants' visits for the university project ALB/81/006.]",,,,,
511_1987_236,AQSH,511,1987,236,,"Universiteti i Tiranes, O. Kraja, derguar Ministrise se Arsimit. Per Permiresimin e Drejtimit ne Qytetin Studenti, Drejtoria e Konvikteve, Tirane. 25.05.1987","University of Tirana, O. Kraja, to Ministry of Education. On 25 June, 1987","AQSH, F.511, V.1987, D.236, Fl.. Document title: Universiteti i Tiranes, O. Kraja, derguar Ministrise se Arsimit. Per Permiresimin e Drejtimit ne Qytetin Studenti, Drejtoria e Konvikteve, Tirane. 25.05.1987[University of Tirana, O. Kraja, to Ministry of Education. On 25 June, 1987.]",,,,,
"14-APOU, V. 1987, D. 12, fl. 3 ",AQSH,14-APOU,1987,12,3,"Procesverbal I mbledhjes se Byrose Politike te KQ te Partise, dt. 24.10.1987. ","Meeting minutes of Politburo of PPSH, 24 October 1987","AQSH, F.14-APOU, V.1987, D.12, Fl.3. Document title: Procesverbal I mbledhjes se Byrose Politike te KQ te Partise, dt. 24.10.1987. [Meeting minutes of Politburo of PPSH, 24 October 1987.]",,,,,
,Autoriteti i Dosjeve,4,1988,285,1,"Ministria e Puneve te Brendshme. Drejtoria I. derguar Foto Camit dhe Manush Myftiut. Dt. 15.03.1988. Per hyrjet e te huajve dhe daljet e qytetareve shqiptare, 1987. ",Ministry of Internal Affairs. 1st Directorate to Foto Cami and Manush Myftiu. On the entry of foreign citizens and the departure of Albanian citizens abroad during the 1987. ,"Autoriteti i Dosjeve, F.4, V.1988, D.285, Fl.1. Document title: Ministria e Puneve te Brendshme. Drejtoria I. derguar Foto Camit dhe Manush Myftiut. Dt. 15.03.1988. Per hyrjet e te huajve dhe daljet e qytetareve shqiptare, 1987. [Ministry of Internal Affairs. 1st Directorate to Foto Cami and Manush Myftiu. On the entry of foreign citizens and the departure of Albanian citizens abroad during the 1987. .]",,,,,
"KQP,  14_1989/28, fq. 146 , Mbledhje e dates 24 qershor 1989 (titujt)",AQSH,14-APOU,1989,28,146,Mbledhja e Byrosë Politike te PPSH ne 24.06.1989,Meeting of Politburo on 24.06.1989,"AQSH, F.14-APOU, V.1989, D.28, Fl.146. Document title: Mbledhja e Byrosë Politike te PPSH ne 24.06.1989[Meeting of Politburo on 24.06.1989.]",,,,,
14_1989_91_vepra_Penale,AQSH,14-APOU,1989,9,19,"Gjykata e Larte derguar Komitetit Qendror te PPSH, dt. 22.02.1989","Higher Court to Central Committee of the Party, 22.02.1989.","AQSH, F.14-APOU, V.1989, D.9, Fl.19. Document title: Gjykata e Larte derguar Komitetit Qendror te PPSH, dt. 22.02.1989[Higher Court to Central Committee of the Party, 22.02.1989..]",,,,,
kqp_1989_9,AQSH,14-APOU,1989,9,1,Disa perfundime qe dalin nga studimi i dinamikes dhe struktures se kriminalitetit ne RPS te Shqiperise,Some conclusions resulted from the study on the development and structure of criminality in Albania. ,"AQSH, F.14-APOU, V.1989, D.9, Fl.1. Document title: Disa perfundime qe dalin nga studimi i dinamikes dhe struktures se kriminalitetit ne RPS te Shqiperise[Some conclusions resulted from the study on the development and structure of criminality in Albania. .]",,,,,
"Dosja 511-1989/88
",AQSH,511,1989,88,1,"Ministria e Arsimit dhe Kultures derguar Komitetit Qendror te PPSH, dt. 26.10.1989","Ministry of Education and Culture to Central Committee of PPSH, 26.10.1989","AQSH, F.511, V.1989, D.88, Fl.1. Document title: Ministria e Arsimit dhe Kultures derguar Komitetit Qendror te PPSH, dt. 26.10.1989[Ministry of Education and Culture to Central Committee of PPSH, 26.10.1989.]",,,,,
511_1989_188,AQSH,511,1989,188,n.a.,"Mbi gjendjen e pedagogeve ne Qytetin Studenti, dt. 16.2.1989",Mbi gjendjen e pedagogeve ne Qytetin Studenti. On 16.02.1989,"AQSH, F.511, V.1989, D.188, Fl.n.a.. Document title: Mbi gjendjen e pedagogeve ne Qytetin Studenti, dt. 16.2.1989[Mbi gjendjen e pedagogeve ne Qytetin Studenti. On 16.02.1989.]",,,,,
MPB_4_664_1989,MPB,1,1989,664,161,Dosja formulare e Peter Schubert,Personal file of Peter Schubert,"MPB, F.1, V.1989, D.664, Fl.161. Document title: Dosja formulare e Peter Schubert[Personal file of Peter Schubert.]",,,,,
ILB_1990_13,AQSH,ILB,1990,13,,"Instituti i Larte Bujqesor derguar Komitetit te Shkences dhe Teknikes, dt. 9.4.1990","Higher Institute of Agriculture to Committee of Science and Technique, 9.04.1990","AQSH, F.ILB, V.1990, D.13, Fl.. Document title: Instituti i Larte Bujqesor derguar Komitetit te Shkences dhe Teknikes, dt. 9.4.1990[Higher Institute of Agriculture to Committee of Science and Technique, 9.04.1990.]",,,,,
511_1990_141,AQSH,511,1990,141,n.a.,"Keshilli i Ministrave derguar Ministrise se Arsimit, Vendim: ""Per Specializime Pasuniversitare Afatgjate dhe per Kualifikimin e Marrje Pervoje Jashte Shtetit ne Vitin 1990,"" dt. 4.8.1989","Council of Ministers to Ministry of Education. Decree: For long-term post-graduate studies, and qualification and experience gathering abroad for the year 1990. On 4 August, 1989.","AQSH, F.511, V.1990, D.141, Fl.n.a.. Document title: Keshilli i Ministrave derguar Ministrise se Arsimit, Vendim: ""Per Specializime Pasuniversitare Afatgjate dhe per Kualifikimin e Marrje Pervoje Jashte Shtetit ne Vitin 1990,"" dt. 4.8.1989[Council of Ministers to Ministry of Education. Decree: For long-term post-graduate studies, and qualification and experience gathering abroad for the year 1990. On 4 August, 1989..]",,,,,
511_1990_83,AQSH,511,1990,83,n.a.,"Ambasada Paris derguar Ministrise se Arsimit. Mbi gjendjen moralo-politike dhe punen edukative me studetentet e pasuniversitaret ne France."", dt. 12.3.1990","Embassy Paris to Ministry of Education. On the moral-political state and educating efforts with students and postgraduates in France."" On 12 March, 1990.","AQSH, F.511, V.1990, D.83, Fl.n.a.. Document title: Ambasada Paris derguar Ministrise se Arsimit. Mbi gjendjen moralo-politike dhe punen edukative me studetentet e pasuniversitaret ne France."", dt. 12.3.1990[Embassy Paris to Ministry of Education. On the moral-political state and educating efforts with students and postgraduates in France."" On 12 March, 1990..]",,,,,
511_141_1990,AQSH,511,1990,141,1-2,"Ambasada e Shqiperise ne France derguar MPJ: ""Mbi gjendjen moralo-politike dhe punen edukative me studetentet e pasuniversitaret ne France"", dt. 12.03.1990","Embassy in France to Ministry of Foreign Affairs on the situation of post-graduates, 12 March 1990","AQSH, F.511, V.1990, D.141, Fl.1-2. Document title: Ambasada e Shqiperise ne France derguar MPJ: ""Mbi gjendjen moralo-politike dhe punen edukative me studetentet e pasuniversitaret ne France"", dt. 12.03.1990[Embassy in France to Ministry of Foreign Affairs on the situation of post-graduates, 12 March 1990.]",,,,,
ILB_1991_12,AQSH,ILB,1991,12,2,"Universiteti Bujqesor derguar Ministrise se Arsimit, dt. 28.6.1991","Agriculture University to the Ministry of Education, 28.06.1991","AQSH, F.ILB, V.1991, D.12, Fl.2. Document title: Universiteti Bujqesor derguar Ministrise se Arsimit, dt. 28.6.1991[Agriculture University to the Ministry of Education, 28.06.1991.]",,,,,
ILB_1992_1,AQSH,ILB,1992,1,2,"Agriculture University of Tirana to United States Agency for International Development, United States Embassy, 02.09.1992",,"AQSH, F.ILB, V.1992, D.1, Fl.2. Document title: Agriculture University of Tirana to United States Agency for International Development, United States Embassy, 02.09.1992[.]",,,,,
ILB_1992_1,AQSH,ILB,1992,1,,Informacion mbi vizat jashte shtetit dhe pajisje me pasaporte,Requests for visas and passports ,"AQSH, F.ILB, V.1992, D.1, Fl.. Document title: Informacion mbi vizat jashte shtetit dhe pajisje me pasaporte[Requests for visas and passports .]",,,,,
ILB_1992_12,AQSH,ILB,1992,12,,Njoftim per dhurim literature … ,Information on book donations … ,"AQSH, F.ILB, V.1992, D.12, Fl.. Document title: Njoftim per dhurim literature … [Information on book donations … .]",,,,,
ILB_1993_16,AQSH,ILB,1993,16,1-2,"Universiteti Bujqesor derguar Ministrise se Arsimit, dt. 04.06.1993","University of Tirana to Ministry of Education, 04.06.1993","AQSH, F.ILB, V.1993, D.16, Fl.1-2. Document title: Universiteti Bujqesor derguar Ministrise se Arsimit, dt. 04.06.1993[University of Tirana to Ministry of Education, 04.06.1993.]",,,,,
MPB_dosja_polake,MPB,1,1973-1981,179/1,1-134,Dosja e drejtimit te zbulimit Polak,Dossier of Polish intelligence,"MPB, F.1, V.1973-1981, D.179/1, Fl.1-134. Document title: Dosja e drejtimit te zbulimit Polak[Dossier of Polish intelligence.]",,,,,
mpb_1700_1984,MPB,4,1978-1984,1700,4,"Vendim mbi hapjen e dosjes se drejtimit te studenteve te huaj, dt. 15.9.1978","Decision for the creation of the guidance file on foreign students, 15 September 1978","MPB, F.4, V.1978-1984, D.1700, Fl.4. Document title: Vendim mbi hapjen e dosjes se drejtimit te studenteve te huaj, dt. 15.9.1978[Decision for the creation of the guidance file on foreign students, 15 September 1978.]",,,,,
mpb_1700_1984,MPB,4,1978-1984,1700,5,"Historiku i veprimtarise armiqesore te studentave te huaj, dt. 29.12.1978","The history of hostile activities from the foreign students, 29 December 1978","MPB, F.4, V.1978-1984, D.1700, Fl.5. Document title: Historiku i veprimtarise armiqesore te studentave te huaj, dt. 29.12.1978[The history of hostile activities from the foreign students, 29 December 1978.]",,,,,
mpb_1700_1984,MPB,4,1978-1984,1700,24,"Mbi qendrimin e studenteve vietnameze qe studiojne ne Universitetin e Tiranes, dt. 21.4.1978","On the standing of Vietnamese students at the University of Tirana, 24 April 1978","MPB, F.4, V.1978-1984, D.1700, Fl.24. Document title: Mbi qendrimin e studenteve vietnameze qe studiojne ne Universitetin e Tiranes, dt. 21.4.1978[On the standing of Vietnamese students at the University of Tirana, 24 April 1978.]",,,,,
mpb_1700_1984,MPB,4,1978-1984,1700,36-40,"Informacion, dt. 17.11.1980","Information, 17 November 1980","MPB, F.4, V.1978-1984, D.1700, Fl.36-40. Document title: Informacion, dt. 17.11.1980[Information, 17 November 1980.]",,,,,
mpb_1700_1984,MPB,4,1978-1984,1700,43-44,"Informacion mbi studentet kongoleze, dt.  27.11.1980","Information on the Congolese students, 27 November 1980","MPB, F.4, V.1978-1984, D.1700, Fl.43-44. Document title: Informacion mbi studentet kongoleze, dt.  27.11.1980[Information on the Congolese students, 27 November 1980.]",,,,,
mpb_1700_1984,MPB,4,1978-1984,1700,45-46,"Informacion mbi studentet kongoleze, dt.  03.07.1980","Information on the Congolese students, 3 June 1980","MPB, F.4, V.1978-1984, D.1700, Fl.45-46. Document title: Informacion mbi studentet kongoleze, dt.  03.07.1980[Information on the Congolese students, 3 June 1980.]",,,,,
mpb_1700_1984,MPB,4,1978-1984,1700,47-48,"Analize vjetore e vitit 1980, dt. 10.01.1981","Annual report of 1980, 10 January 1980","MPB, F.4, V.1978-1984, D.1700, Fl.47-48. Document title: Analize vjetore e vitit 1980, dt. 10.01.1981[Annual report of 1980, 10 January 1980.]",,,,,
mpb_1700_1984,MPB,4,1978-1984,1700,56-60,"Informacion mbi studentet kongoleze, dt. 6.02.1982","Information on Congolese students, 6 February 1982","MPB, F.4, V.1978-1984, D.1700, Fl.56-60. Document title: Informacion mbi studentet kongoleze, dt. 6.02.1982[Information on Congolese students, 6 February 1982.]",,,,,
"F.10 AP,Gr.III Nd.IV, D.51",AQSH,10,Gr. III,51,2-25,"Bisede e sekretarit te pare te KQ te PPSH, Shokut Enver Hoxha, me rektorin e Universitetit Shteteror te Tiranes, Shokun Agim Mero, me 27.01.1973","Conversation of Enver Hoxha with the rector of State University of Tirana, Agim Mero, on 27 January 1973","AQSH, F.10, V.Gr. III, D.51, Fl.2-25. Document title: Bisede e sekretarit te pare te KQ te PPSH, Shokut Enver Hoxha, me rektorin e Universitetit Shteteror te Tiranes, Shokun Agim Mero, me 27.01.1973[Conversation of Enver Hoxha with the rector of State University of Tirana, Agim Mero, on 27 January 1973.]",,,,,
511/19 pa vit/16,AQSH,511,n.a,16,1,Pasqyra me emrat e profesoreve sovjetike e jugosllave qe japin mesim ne shkollat e ndryshme te Shqiperise dhe pagat e tyre.,Records of the Soviet and Yugoslavian teachers and their salaries.,"AQSH, F.511, V.n.a, D.16, Fl.1. Document title: Pasqyra me emrat e profesoreve sovjetike e jugosllave qe japin mesim ne shkollat e ndryshme te Shqiperise dhe pagat e tyre.[Records of the Soviet and Yugoslavian teachers and their salaries..]",,,,,
511/pavit/63,AQSH,511,n.a,63,36,Kerkojne te marrin te drejte studimi me te hollat e tyre. ,Requests for admission from students who cover their own expenses.,"AQSH, F.511, V.n.a, D.63, Fl.36. Document title: Kerkojne te marrin te drejte studimi me te hollat e tyre. [Requests for admission from students who cover their own expenses..]",,,,,
511/pavit/64,AQSH,511,n.a,63,2,Pasqyra e studenteve me burse shqiptare,Record of students with Albanian scholarships,"AQSH, F.511, V.n.a, D.63, Fl.2. Document title: Pasqyra e studenteve me burse shqiptare[Record of students with Albanian scholarships.]",,,,,
511/pavit/65,AQSH,511,n.a,63,66,Seksioni i Bursave: Kredi per bursat e jashtme ,Scholarship Session: Loans for the foreign stipends,"AQSH, F.511, V.n.a, D.63, Fl.66. Document title: Seksioni i Bursave: Kredi per bursat e jashtme [Scholarship Session: Loans for the foreign stipends.]",,,,,
511_na_63,AQSH,511,na,63,40-80,,,"AQSH, F.511, V.na, D.63, Fl.40-80. Document title: [.]",,,,,
511/49/1960,,,,,,,,", F., V., D., Fl.. Document title: [.]",,,,,
495_1964_156,AQSH,495,1964,156,20,Studentet e huaj qe studiojne ne vendin tone,Foreign students in our country,"AQSH, F.495, V.1964, D.156, Fl.20. Document title: Studentet e huaj qe studiojne ne vendin tone[Foreign students in our country.]",,,,,
511_1962_56,AQSH,511,1962,56,,Korrespondence e Komitetit Qendror te PPSH me Ministrine e Puneve te Jashtme … ne lidhje me kerkesat e studenteve te huaj. ,Central Committee of PPSH to Ministry of Foreign Affairs … on requests of foreign students,"AQSH, F.511, V.1962, D.56, Fl.. Document title: Korrespondence e Komitetit Qendror te PPSH me Ministrine e Puneve te Jashtme … ne lidhje me kerkesat e studenteve te huaj. [Central Committee of PPSH to Ministry of Foreign Affairs … on requests of foreign students.]",,,,,
511/14/1967,AQSh,511,1967,14,1,"Komiteti Qendror i PPSH derguar Minsitrise se se Arsimit, dt. 8.9.197","Central Committee of PPSH to Ministry of Education, 8 September 1967","AQSh, F.511, V.1967, D.14, Fl.1. Document title: Komiteti Qendror i PPSH derguar Minsitrise se se Arsimit, dt. 8.9.197[Central Committee of PPSH to Ministry of Education, 8 September 1967.]",,,,,
511/14/1967,AQSH,511,1967,14,20,Mbi caktimin e rregullave per dergimin e delegacioneve dhe personave te vecante jashte shtetit,On the regulation of sending special delegations and people abroad,"AQSH, F.511, V.1967, D.14, Fl.20. Document title: Mbi caktimin e rregullave per dergimin e delegacioneve dhe personave te vecante jashte shtetit[On the regulation of sending special delegations and people abroad.]",,,,,
511/1970/67,AQSH,511,1970,67,1,"Udhezim, Nr. 1509 dt. 24.10.1970 ","Guideline, No: 1509, 24 October 1970","AQSH, F.511, V.1970, D.67, Fl.1. Document title: Udhezim, Nr. 1509 dt. 24.10.1970 [Guideline, No: 1509, 24 October 1970.]",,,,,
511/1970/67,AQSH,511,1970,67,3,"Vendim i Keshillit te Ministrave Nr. 178, dt. 11.12.1970","Decision of Council of Ministers, No. 178, 11 December 1970","AQSH, F.511, V.1970, D.67, Fl.3. Document title: Vendim i Keshillit te Ministrave Nr. 178, dt. 11.12.1970[Decision of Council of Ministers, No. 178, 11 December 1970.]",,,,,
511_1968_8,AQSH,511,1968,8,,Plani vjetor i Ministrise se Arsimit dhe Kultures … ,Annual plan of the Ministry of Education and Culture .. ,"AQSH, F.511, V.1968, D.8, Fl.. Document title: Plani vjetor i Ministrise se Arsimit dhe Kultures … [Annual plan of the Ministry of Education and Culture .. .]",,,,,
mpj_1974_359_21,MEPJ,MPJ,1974,359,5,"Informacion, Korrik 1974","Information, July 1974","MEPJ, F.MPJ, V.1974, D.359, Fl.5. Document title: Informacion, Korrik 1974[Information, July 1974.]",,,,,
MPJ_1971_245,MEPJ,MPJ,1971,245,40,"Deshifrim, dt. 9.9.1971, Viena - Tirana, dt. 12.9.1971.","Cipher, Vienna to Tirana. 9 September 1971 - 12 September 1971","MEPJ, F.MPJ, V.1971, D.245, Fl.40. Document title: Deshifrim, dt. 9.9.1971, Viena - Tirana, dt. 12.9.1971.[Cipher, Vienna to Tirana. 9 September 1971 - 12 September 1971.]",,,,,
MPJ_1971_568,MEPJ,MPJ,1971,568,2-3,"Deshifrim, MPJ derguar Romes, dt. 18.5.1971","Cipher, Tirana to Roma, 18 May 1971","MEPJ, F.MPJ, V.1971, D.568, Fl.2-3. Document title: Deshifrim, MPJ derguar Romes, dt. 18.5.1971[Cipher, Tirana to Roma, 18 May 1971.]",,,,,
MPJ_1971_568,MEPJ,MPJ,1971,568,34,"Komiteti I Marredhenieve me Jashte to MPJ, Informacion Ditor, 1.11.1971 ","Committee of Cultural Relations to MFA, 1 November 1971","MEPJ, F.MPJ, V.1971, D.568, Fl.34. Document title: Komiteti I Marredhenieve me Jashte to MPJ, Informacion Ditor, 1.11.1971 [Committee of Cultural Relations to MFA, 1 November 1971.]",,,,,
Mpj_1982_162,MEPJ,MPJ,1982,162,69,"Relacion mbi qendrimin e delegacionit te Universitetit te Shkencave te Teknologjise Houari Boumediene, Algjeri. Dt. 9.01-15-01.1982","Report on the visit of the delegation from the University of Science and Technology H-B, Algery, 9 January to 15 January 1982.","MEPJ, F.MPJ, V.1982, D.162, Fl.69. Document title: Relacion mbi qendrimin e delegacionit te Universitetit te Shkencave te Teknologjise Houari Boumediene, Algjeri. Dt. 9.01-15-01.1982[Report on the visit of the delegation from the University of Science and Technology H-B, Algery, 9 January to 15 January 1982..]",,,,,
MPJ_1978_359,MEPJ,MPJ,1978,359,10,Raport: Kinezet per domosdoshmerin e ndihmes ndaj Shqiperise dhe detyrimet e tyre ne kete drejtim,Report: On China's aid and obligations,"MEPJ, F.MPJ, V.1978, D.359, Fl.10. Document title: Raport: Kinezet per domosdoshmerin e ndihmes ndaj Shqiperise dhe detyrimet e tyre ne kete drejtim[Report: On China's aid and obligations.]",,,,,
"[14/1975/355, s. 15-16]",AQSH,14-APSTR,1975,355,15-16,"Ministria e Arsimit derguar Komitetit Qendror te PPSH, 19.7.1975","Ministry of Education to Central Commitee of PPSH, 19 July 1975","AQSH, F.14-APSTR, V.1975, D.355, Fl.15-16. Document title: Ministria e Arsimit derguar Komitetit Qendror te PPSH, 19.7.1975[Ministry of Education to Central Commitee of PPSH, 19 July 1975.]",,,,,
mpj_1066_95,MEPJ,MPJ,1966,95,1,Ambasada ne Phenian derguar Ministrise se Puneve te Jashtme. Dt. 6.3.1966 ,"Wire: Albanian Embassy in Pyongyang to Tirana, 3 June 1966","MEPJ, F.MPJ, V.1966, D.95, Fl.1. Document title: Ambasada ne Phenian derguar Ministrise se Puneve te Jashtme. Dt. 6.3.1966 [Wire: Albanian Embassy in Pyongyang to Tirana, 3 June 1966.]",,,,,
511_1971_180,AQSH,511,1971,180,9-10,Mbi punen e grupit te pedagogeve te U.SH.T. prane Universitetit te Prishtines gjate periudhes 3/1/ - 21/1/1971,"On the group of professors of the University of Tirana to University of Pristina, 3 - 21 January 1971","AQSH, F.511, V.1971, D.180, Fl.9-10. Document title: Mbi punen e grupit te pedagogeve te U.SH.T. prane Universitetit te Prishtines gjate periudhes 3/1/ - 21/1/1971[On the group of professors of the University of Tirana to University of Pristina, 3 - 21 January 1971.]",,,,,
511_1971_180,AQSH,511,1971,180,15-16,"Hasan Duma derguar Thoma Delianes, dt. 2.3.1971","Hasan Duma to Thoma Deliana (Minister), 2 March 1971","AQSH, F.511, V.1971, D.180, Fl.15-16. Document title: Hasan Duma derguar Thoma Delianes, dt. 2.3.1971[Hasan Duma to Thoma Deliana (Minister), 2 March 1971.]",,,,,
490/1977/443,AQSH,490,1977,443,31-32,"Informacion Komitetit Qendror te PPSH mbi Problemet qe Dualen nga Analiza e Bere ne Ministrine e Arsim-Kultures, Dt. 16.04.1977","Information of the Central Committee of PLA on the problems evidenced at the Ministry of Education, 16 April 1977.","AQSH, F.490, V.1977, D.443, Fl.31-32. Document title: Informacion Komitetit Qendror te PPSH mbi Problemet qe Dualen nga Analiza e Bere ne Ministrine e Arsim-Kultures, Dt. 16.04.1977[Information of the Central Committee of PLA on the problems evidenced at the Ministry of Education, 16 April 1977..]",,,,,
Kqp 14-1985/96,AQSH,14-APOU,1985,96,42,"Mbledhje e Burose Politike, dt. 5.09.1985","Meeting of the Politburo, 5 September 1985","AQSH, F.14-APOU, V.1985, D.96, Fl.42. Document title: Mbledhje e Burose Politike, dt. 5.09.1985[Meeting of the Politburo, 5 September 1985.]",,,,,
14 - 1986/11,AQSH,14-APOU,1986,11,10,"Mbledhje e Burose Politike, dt. 26.05.1986","Meeting of the Politburo, 16 May 1986","AQSH, F.14-APOU, V.1986, D.11, Fl.10. Document title: Mbledhje e Burose Politike, dt. 26.05.1986[Meeting of the Politburo, 16 May 1986.]",,,,,
"Rritja e numrit te pranimeve ne vitin 1985 

Arkiva Shteteror Vendor Tirane 
Fondi: Komiteti Ekzekutiv i Rrethit Tirane
Viti: 1985
Dosja: Nr. 1132
Fletet numeruar: 1

KEKP Rrethit Tirane --> MAK, dt. 3/6/1985 ",AQSH,ASHV-Tirane,1985,1132,1,"KEKP i Rrethit Tirane derguar Ministrise se Arsimit dhe Kultures, dt. 3.06.1985","Executive Committee of the People's Council of Tirana to Ministry of Education and Culture, 3 June 1985","AQSH, F.ASHV-Tirane, V.1985, D.1132, Fl.1. Document title: KEKP i Rrethit Tirane derguar Ministrise se Arsimit dhe Kultures, dt. 3.06.1985[Executive Committee of the People's Council of Tirana to Ministry of Education and Culture, 3 June 1985.]",,,,,
"Komiteti Ekzekutiv i KP te Rrethit Tirane 

Fondi: Komiteti Ekzekutiv i KP Rajoni 4
Viti: 1989
Dosja: Nr. 1 (?)
Seksioni i Arsimit
Fletet numeruar: 1 (dosje e paperpunuar)
Emertimi i dosjes: Dosje personale e pretendeve per studente te vitit 1989. ",AQSH,ASHV-Tirane,1989,1 (?),1,"(Dosje e papernuar, Gusht 2017) Dosje personale … Seksioni i Arsimit. Rajoni 4","(Unprocessed folder,  August 2017) Personal file .. Education Sector, District 4. ","AQSH, F.ASHV-Tirane, V.1989, D.1 (?), Fl.1. Document title: (Dosje e papernuar, Gusht 2017) Dosje personale … Seksioni i Arsimit. Rajoni 4[(Unprocessed folder,  August 2017) Personal file .. Education Sector, District 4. .]",,,,,
"Kekp Tirane, d. 210, 1985",AQSH,ASHV-Tirane,1985,210,15,"Relacion mbledhje  e Komitetit Ekzekutiv te Keshillit Popullor, dt. 8.8.1985","Meeting protocol of Executive Committee of the People's Council, on 8 August 1985","AQSH, F.ASHV-Tirane, V.1985, D.210, Fl.15. Document title: Relacion mbledhje  e Komitetit Ekzekutiv te Keshillit Popullor, dt. 8.8.1985[Meeting protocol of Executive Committee of the People's Council, on 8 August 1985.]",,,,,
"keekp tirane, dt. 1987",AQSH,ASHV-Tirane,1987,2(?),1,"(Dosje e papernuar, Gusht 2017) Seksioni i Arsimit. Relacion i mbledhjes se Komitetit Ekzekutiv te Keshillit Popullor te Rrethi Tirane, dt. 4.08.1987.","(Unprocessed folder,  August 2017) Education Sector. Meeting  protocol of the Executive Committee dt. 4 August 1987.","AQSH, F.ASHV-Tirane, V.1987, D.2(?), Fl.1. Document title: (Dosje e papernuar, Gusht 2017) Seksioni i Arsimit. Relacion i mbledhjes se Komitetit Ekzekutiv te Keshillit Popullor te Rrethi Tirane, dt. 4.08.1987.[(Unprocessed folder,  August 2017) Education Sector. Meeting  protocol of the Executive Committee dt. 4 August 1987..]",,,,,
"KQP 14 - 1989/28 

 Mbledhje 24 qershor 1989 ",AQSH,14-APOU,1989,28,138,Mbledhje e KQ te Partise dt. 24 Qershor 1989.,"Meeting of Central Committee of PPSH, on 24 June 1989.","AQSH, F.14-APOU, V.1989, D.28, Fl.138. Document title: Mbledhje e KQ te Partise dt. 24 Qershor 1989.[Meeting of Central Committee of PPSH, on 24 June 1989..]",,,,,
aqsh_1995_133,AQSH,511,1995,133,,"Ministria e Arsimit derguar Presidences, Studime per problemet e arsimit te larte, 4.5.1995","Ministry of Education to President, Study on the problems of the higher education system, 4 May 1995","AQSH, F.511, V.1995, D.133, Fl.. Document title: Ministria e Arsimit derguar Presidences, Studime per problemet e arsimit te larte, 4.5.1995[Ministry of Education to President, Study on the problems of the higher education system, 4 May 1995.]",,,,,
490_1974_73,AQSH,490,1974,73,9-10,"Vendim I Keshillit te Ministrave, Nr. 146, 26.6.1974","Decree of Council of Ministers, No. 146, 26 June 1974","AQSH, F.490, V.1974, D.73, Fl.9-10. Document title: Vendim I Keshillit te Ministrave, Nr. 146, 26.6.1974[Decree of Council of Ministers, No. 146, 26 June 1974.]",,,,,
online http://ehea.info/Upload/document/members/albania/National_Report_Albania_2003_576.pdf,Online,EHEA,2003,,,"Ministry of Education to D. Kladis, Chair of the Bologna Follow-up Group, on 16 April 2003. ",,"Online, F.EHEA, V.2003, D., Fl.. Document title: Ministry of Education to D. Kladis, Chair of the Bologna Follow-up Group, on 16 April 2003. [.]",,,,,
511_1993_1,AQSH,511,1993,1,3,Raport mbi veprimtarine e Ministrise se Arsimit gjate vitit 1992,Report on the activities of the Ministry of Education in 1992,"AQSH, F.511, V.1993, D.1, Fl.3. Document title: Raport mbi veprimtarine e Ministrise se Arsimit gjate vitit 1992[Report on the activities of the Ministry of Education in 1992.]",,,,,
511_1997_38,AQSH,511,1997,38,4,"Ministria e Arsimit dhe Shhkences derguar Ministrise se Puneve te Jashtme, dt. 06.11.1997","Ministry of Education and Science to Ministry of Foreign Affairs, 6 November 1997","AQSH, F.511, V.1997, D.38, Fl.4. Document title: Ministria e Arsimit dhe Shhkences derguar Ministrise se Puneve te Jashtme, dt. 06.11.1997[Ministry of Education and Science to Ministry of Foreign Affairs, 6 November 1997.]",,,,,
